,id,overview,genres,Action,Comedy,Drama,Thriller,Romance
803,209451, director clint eastwood come  big screen version  tony award win musical jersey boy  film tell  story  young man  wrong side  track  new jersey  come together  form  iconic  rock group  season  story  trial  triumph  accompany  song  influence  generation include  sherry  big girl  cry  walk like  man  rag doll  many more,Music|Drama,0,0,1,0,0
4953,605, human city  zion defend  massive invasion  machine  neo fight  end  war  another front  oppose  rogue agent smith,Adventure|Action|Thriller|Science Fiction,1,0,0,1,0
1812,23404, moscow charity concert turn bloody  armed extortionist take  headline american pop star venus  russian president  family hostage  drummer  heavy metal warm  band  ex bad ass biker play  lundgren  young russian f  b agent team  fight back  hero  seriously outnumber  thing  simple  appear  old ghost  soviet union appear  haunt  present  fast pace action piece,Action|Drama|Thriller,1,0,1,1,0
8314,14361, mild mannered martin harvey finds  inherit  vintage yacht  decide  take  family  caribbean vacation  retrieve  vessel upon arrive  small island  realize  ship  rough shape martin  family end  bargain  roguish captain ron sign  sail  boat  miami  take long  ron anything go antic get  harvey  plenty  trouble,Action|Adventure|Comedy|Family,1,1,0,0,0
990,254194, hopeful young starlet uncover  ominous origin  hollywood elite  enter  deadly agreement  exchange  fame  fortune,Horror,0,0,0,0,0
2774,11845,jay  fail musician walk  family  earn  live  head bartender  trendy london pub every wednesday afternoon  woman come  house  graphic almost wordless sex  day jay follow  find  rest  life  name  claire  eventually disrupt  relationship,Romance|Drama,0,0,1,0,1
9014,9489,book superstore magnate joe fox  independent book shop owner kathleen kelly fall  love  anonymity  internet  blissfully unaware  he s put  business,Comedy|Romance,0,1,0,0,1
7634,8414, fall  editor  fade political journalist  force  interview america  popular soap actress,Drama,0,0,1,0,0
3513,59968,everybody  sible  always  little bit behind  curve  come  get  life together  sister liz emily mortimer miranda elizabeth banks  natalie zooey deschanel  person  perennially upbeat brother ned paul rudd  erstwhile organic farmer whose willingness  rely  honesty  mankind  less  optimum strategy  tidy trouble free existence ne  utterly lack  common sense  brother  girlfriend dump  boot  farm  sister  come  rescue  liz miranda  natalie  take  turn  housing ned  brother unfaile commitment  honesty create  mess  comfortable routine  life begin  unravel ned family comes  realize  maybe  believe  trust  people around  ned  idiot  all,Comedy|Drama,0,1,1,0,0
6539,868, south african multi award win film  young south african boy  ghetto name tsotsi mean gangster tsotsi  leave home  child  get away  helpless parent find  baby  back seat  car  steal  decide  responsibility  take care  baby  process learn  maybe  gangster life  good way,Crime|Drama,0,0,1,0,0
9178,51216,sidharth aamir khan  mumbai tapori  box champion  eld brother jai rajat kapoor work  raunak singh sharad saxena  rule  basti  terrorise  people  collect hafta  local merchant sidharth idolize  father  freedom fighter  see fall  death  child  effect sidharth  adult life sidharth meet  young girl alisha ranee mukherjee  ride  motorcycle gang  charlie deepak tijori  gang leader sidharth  meet hari whose idealism remind  father haris social work  community possess  threat  raunak singh evil empire  happen  hari change sidharth life forever  sidharth break raunak singh chain  ghulami around  community form  crux  story feature  superhit song aati kya khandala sing  aamir khan,Crime|Drama|Romance|Foreign,0,0,1,0,1
219,352179, adaptation  critically acclaim debut novel  iranian american author dalia sofer  secular jewish family  catch  maelstrom  iranian revolution,Drama|Thriller,0,0,1,1,0
10418,16081,get ready  wildest adventure  lifetime  ambitious production ever bring  film earn  academy award nomination  good picture  dazzle fantasy turn  ordinary  exotic animal  talk dance  singing sensation rex harrison  unforgettable  inspiring adaptation  hugh lofting classic story step  english country home  good doctor  perform remarkable treatment  wild variety  patient  could imagine discover  secret cure  watch  wide eyed excitement  legged fine feather friend charm  way  heart,Adventure|Fantasy|Comedy|Family|Music,0,1,0,0,0
1288,301235, jeremy clarkson  richard hammond embark  hope would  perfect road trip  start well  end quite frankly  badly unbowe  top gear pair  back  another crack  time  hope  avoid inconvenience like apprehension  french police welcome  perfect road trip  clarkson  hammond  seek joy  perfection wherever  range  fast beautiful  exciting car unleash  glorious road amongst gorgeous scenery  drench  mediterranean sunshine  part  arduous research  perfection  duo  undertake  ridiculous challenge  hilarious stunt culminate  strangely literal car race  island  capri top gear  perfect road trip  time  really  perfect except  bit  not,Documentary,0,0,0,0,0
3163,13094, prom  hour away  usual suspect  cosa high cheerleader geek bad boy  happy go lucky student council alike  preoccupy  annual ritual  teendom  night  big dance  dead unexpectedly rise  eat  live polar opposite group  force  unite  final chance  save  town  zombie,Comedy|Horror,0,1,0,0,0
4678,84330, subjective documentary  explore various theory  hide meaning  stanley kubrick classic film  shine  different point  view  illuminate  voice  film clip animation  dramatic reenactment,Documentary,0,0,0,0,0
2618,39964, comedy  find  true love  price dylan ramsey resort  snatch  beautiful neighbor dog  spend time  go  phantom dog hunt succeed  plan dylan goes  return  pooch  discover  hide dylan good friend diamond ring write  warner bros,Comedy|Romance,0,1,0,0,1
3612,51481, story revolve around  new high school student jo meaghan martin  agree  befriend  outcast abby jennifer stone  urge  abbys wealthy father  exchange  pay  jos cost  college  dream jo  abby team  take  school mean girl  plastic,Comedy,0,1,0,0,0
43,203801, height  cold war  mysterious criminal organization plan  use nuclear weapon  technology  upset  fragile balance  power  united states  soviet union cia agent napoleon solo  kgb agent illya kuryakin  force  put aside  hostility  work together  stop  evildoer  track  duos  lead  daughter  miss german scientist  must find soon  prevent  global catastrophe,Comedy|Action|Adventure,1,1,0,0,0
8715,243, record store owner rob gordon gets dump  girlfriend laura  change since  meet  revisit  top  breakup  time  attempt  figure  go wrong  rob seek  former lover  find  leave  keep  effort  win laura back,Comedy|Drama|Romance|Music,0,1,1,0,1
7775,24632, horror thriller  doctor  teenage daughter  terrorize  flesh eat zombie  truck stop,Comedy|Horror|Thriller,0,1,0,1,0
3792,74945, thrilling battle wage  band  kid  rival village  southern french countryside,Adventure|Family,0,0,0,0,0
3571,58443,haunt  memory  decease mother dana leave malibu behind  head  south africa  fulfill  mother dream  surf jefferys bay,Drama|Romance,0,0,1,0,1
10845,5065,stodge city  grip  rumpo kid  gang mistaken identity  take  hand  sanitary engineer plumber  name  marshal p knutt  mistaken  law marshal  conscientious sort marshal try  help  town get rid  rumpo  showdown  inevitable marshal  aid  revenge seek annie oakley  sanitary expertise,Comedy|Western,0,1,0,0,0
1503,26123, year  first american pie movie  new hapless virgin discover  bible hide  school library  east great fall high unfortunately  book  ruin  incomplete advice  bible lead  hilarious journey  lose  virginity,Comedy,0,1,0,0,0
6634,15860,dragon tiger gate  hong kong martial art action film direct  wilson yip  feature fight choreography  donnie yen  star  film  film  base  popular hong kong manhua oriental hero  bear  chinese name  movie,Action|Thriller,1,0,0,1,0
10682,59408,year old mike take  job  local swimming bath  become obsess  attractive young woman susan  work  attendant although susan  fianc  mike  good  sabotage  relationship  extent  stalk  fianc,Romance|Drama|Comedy,0,1,1,0,1
3439,59861, lose  job  middle aged man reinvent  going back  college,Comedy|Romance|Drama,0,1,1,0,1
1892,44750, comedy center  coach  give  shoot  redemption  he s ask  run  local high school girl basketball team,Comedy|Drama,0,1,1,0,0
10138,28333, girl leave  someone else herbert get really depressed  start search  job  finally find  big house  inhabit  many many woman  live  home  female,Comedy,0,1,0,0,0
5255,2255,holden  banky  comic book artist everything  go good  meet alyssa  comic book artist holden fall  hope  crush  find  lesbian,Comedy|Drama|Romance,0,1,1,0,1
1955,20504, post apocalyptic tale  lone man fight  way  america  order  protect  sacred book  hold  secret  save humankind,Action|Thriller|Science Fiction,1,0,0,1,0
5167,6277, town heist become  nightmare  crew  french burglar  mistakenly rob  head  chicago mafia unaccustomed  way  american underworld  long  mafia  fbi  couple  street gang  back  attempt  make  way back  paris,Action|Comedy,1,1,0,0,0
4814,105526, late  mentally handicap teenager  abandon  gay couple take  become  family he s never  unconventional living arrangement  discover  authority  man must fight  legal system  adopt  child,Drama,0,0,1,0,0
7454,663,jigsaw  apprentice amanda  dead  upon  news  detective kerrys murder  season fbi profiler agent strahm  agent perez arrive  terrify community  assist  veteran detective hoffman  sift  jigsaw latest grisly remain  piece together  puzzle  swat commander rigg  abduct  thrust  game  last officer untouched  jigsaw  ninety minute  overcome  series  demente trap  save  old friend  face  deadly consequence,Horror|Thriller|Crime,0,0,0,1,0
1505,24056,every  year  unsuspecting town  tournament take place  battle royale  world deadly assassin  last man stand receive  cash prize  title  world  carry  legendary million dollar  bullet price tag,Horror|Action|Thriller,1,0,0,1,0
670,193893, ultimate buddy cop movie except  thing  cop  struggle pal dress  police officer  costume party  become neighborhood sensation  newly mint  hero  get tangle  real life web  mobster  dirty detective  must put  fake badge  line,Comedy,0,1,0,0,0
9691,21309, group  high school friend discover  presence  killer  samson  murder  girlfriend jamie  brag  friend  kill  discover  tell  truth  reaction vary,Crime|Drama,0,0,1,0,0
1085,289712, couple  give  camera  set  instruction  must follow  else someone  die,Horror,0,0,0,0,0
897,157851,drive  intense need  fame  validation member  dysfunctional hollywood dynasty  live  dramatic  movie,Drama,0,0,1,0,0
9108,13151,get ready  far  fun  scooby doos brand new feature length animate movie scooby doo shaggy velma daphne  fred reunite  solve  frightfully funny mystery  career  scream team head  haunt bayou island  investigate  ghost  moonscar  pirate  turn  swashbuckler spirit  creepy character  island  sleuth  meet  cat creature  zombie  look like  first time  live  ghoul might actually  real  thing start  get really spooky scooby  shaggy save  day  little help  surprisingly spooky source scooby doo  zombie island  hilarious scooby adventure  time  dish  equal portion  music laugh thrill  chill,Animation|Comedy|Family|Mystery,0,1,0,0,0
6239,215, new murder victim  discover  sign  jigsaw hand detective eric matthews begin  full investigation  apprehend jigsaw  little effort  jigsaw getting catch  another part  plan  victim  already fight  life  time  matthews  join  game,Horror,0,0,0,0,0
2666,10992, professor develop  vaccine  eliminate human allergy  dog  unwittingly upset  fragile balance  power  cat  dog  touch  epic battle  pet supremacy  fur fly  feline faction lead  mr tinkle square  wide eyed puppy lou  canine cohort,Comedy|Family,0,1,0,0,0
3193,10488, young girl inhabit  isolate island  scientist father  communicate  reclusive author  novel  reading,Adventure|Comedy|Family|Fantasy,0,1,0,0,0
2890,11253, continuation  adventure  demon superhero  evil elf break  ancient pact  human  creature  declare war  humanity  mission  release  golden army  deadly group  fighting machine  destroy  human race  hell  earth  ready  erupt hellboy  crew set  defeat  evil prince,Adventure|Fantasy|Science Fiction,0,0,0,0,0
6003,184992,single  middle aged beautiful irene margarita buy  wholly devoted  job  inspector  luxury hotel constantly  road  indulge  expensive pleasure  impeccable resort  always incognito  alone soon escape  next exotic destination  checklist  laptop  tow  good friend  ex andrea stefano accorsi  always  source  emotional support suddenly become unavailable irene  throw  deep existential crisis luxury  form  deceit  tell  fellow traveller  fog  steam room  thus begin irene qu  bring  mean  life,Drama,0,0,1,0,0
8324,20763, father reminisce  childhood  young brother move  new town  mother  new husband  dog shane  young brother  subject  physical abuse  hand  brutal stepfather mike decide  convert  toy trolley  radio flyer  plane  fly  safety,Drama,0,0,1,0,0
6791,14453, stoner  vegan  mobster  hunter  million reason  free  junkie elephant,Animation|Comedy|Foreign,0,1,0,0,0
2621,36251,twin sister emma  sam come  scheme  switch place  play  soccer team  prefer,Comedy|Family,0,1,0,0,0
6202,9522,john  buddy jeremy  emotional criminal  know  use  woman hope  dream  carnal gain  modu operandi  crash wedding normally  meet guest  want  toast  romantic day  random hook  john meet claire  discover  true love  heartache  feel like,Comedy|Romance,0,1,0,0,1
7152,12657,follow  ridiculously awful flight  leads  pet death nashawn wade files  lawsuit  airline  win  multimillion dollar settlement determine  create  well fly experience nashawn start  airline  cater  african american clientele go  business  trick  plane pilot  smooth capt mack  airline hit  snag  deal  family  elvis hunkee,Comedy,0,1,0,0,0
7332,10935,harvard graduate james averill kris kristofferson  sheriff  prosperous jackson county wyo  battle erupt  area poverty stricken immigrant  wealthy cattle farmer  politically connect ranch owner fight  immigrant  help  nathan champion christopher walken  mercenary compete  averill  love  local madam ella watson isabelle huppert  struggle escalate averill  champion begin  question  decision,Action|Drama|History|Western,1,0,1,0,0
7090,9893, first year  high school loom ahead good friend julie hannah yancy  farrah  last summer sleepover little  know  embark  adventure  lifetime desperate  would  nerdy status  take part  night long scavenger hunt  pit  popular archrival everything  sun goes  take yancys father car  sneak  nightclub,Comedy|Family,0,1,0,0,0
5813,216539,last fourth  july teenager christy bruce disappear  high school beach party  sever arm wash ashore  day later drunken sea captain blaise shaw become  hero  small seaside community  harmony  kill  great white shark  deem responsible  christy bruce murder  shark attack blaise turn  ghost hunter ava conte  skeptical  intrigue  ghost shark rambling  preparation  massive july  th celebration rapidly approach  soon find  embroil  conspiracy  sex  murder involve  town wealthy  powerful citizen unprepared  contend  ghost shark  hunt  land sea  well  anywhere  enough water  rain  sustain  phantom form blaise  ava must uncover  truth  town dark past  fall victim  ghost shark,Horror|Science Fiction,0,0,0,0,0
2,262500,beatrice prior must confront  inner demon  continue  fight  powerful alliance  threaten  tear  society apart,Adventure|Science Fiction|Thriller,0,0,0,1,0
5970,197393,feature  wealth  previously unseen archive  film look  bowie continually evolve  ziggy stardust  soul star  young americans  thin white duke  explore  regeneration  berlin  critically acclaim album hero  triumph  scary monster  global success  let  dance  interview  close collaborator david bowie  year present  unique account  bowie  become  icon  time  produce  direct  francis whately,Music|Documentary,0,0,0,0,0
2370,127717,nan,,0,0,0,0,0
3804,68419,kenneth  like  call  kay begin  realise he s  another wannabe bad boy even less  loser  fact  quit  job  laimsbury kay vow  become  respected gangster  cry try  pull  punch come  age story center  directionless hopeless shotter  find  true worth  face  urban adversity,Comedy|Foreign,0,1,0,0,0
1769,14410,notorious  story  christopher wallace  raw talent  sheer determination wallace transform  brooklyn street hustler  sell crack  pregnant woman  great rapper  time  notorious b  g follow  meteoric rise  fame  refusal  succumb  expectation  redefine  notion  american dream,Drama|Music,0,0,1,0,0
9245,10875,frank  jack baker  professional musician  play small club  play smaltzy music  never need  day job,Music|Drama|Romance,0,0,1,0,1
7173,17047, new gadget high fly action exciting chase  wisecrack new handler derek anthony anderson cody  retrieve  device  world leader fall  evil control  diabolical villain,Comedy,0,1,0,0,0
6079,231401, new version  sound  music  faithful adaptation  original stage musical  retell  story  whole new generation  broadcast live add  whole new level  immediacy  excitement get ready  reintroduce  family  joyful  emotional  musical family adventure  hour live event,Drama|Family,0,0,1,0,0
531,336167, series  cryptic phone message  vision haunt  writer  struggle  finish  novel  increase  intensity  lose  grip  reality eventually obsess  old mystery  lead  horrific revelation  loyal wife,Mystery|Horror|Thriller,0,0,0,1,0
9382,1713, successful  married black man contemplate  affair  white girl  work he s quite rightly worried  racial difference would make  already taboo relationship even worse,Drama|Romance,0,0,1,0,1
9410,6463, corporate raider threaten  hostile take  mom  pop company  patriarch  company enlist  help  wife daughter  lawyer  try  protect  company  raider  enamour  enjoy  thrust  parry  legal manoeuvring  try  win  heart write  ed sutton,Comedy|Drama,0,1,1,0,0
7871,54013, ancient intergalactic warrior arrive  earth  put  stop  demonic child plot  reproduce satan next generation  evil,Science Fiction|Horror,0,0,0,0,0
8310,9096, eccentric scientist work  large drug company  work  research project  amazon jungle  send  research assistant  gas chromatograph  he s close  cure  cancer  assistant turn  mere woman  reject  help meanwhile  bulldozer get close  area  conduct research  eventually learn  work together  begin fall  love,Adventure,0,0,0,0,0
3120,15801, childhood friend  south boston turn  crime  way  get  ultimately cause  strain  personal life  friendship,Action|Crime|Drama,1,0,1,0,0
9814,20850,ilsa  warden  nazi death camp  conducts experiment  prisoner ilsas goal  prove  woman  withstand  pain  suffer  man  allow  fight  front line,Thriller|Horror|War,0,0,0,1,0
6259,9777,catherine  woman  late twenty  strongly devote  father robert  brilliant  well know mathematician whose grip  reality  begin  slip away  robert descend  madness catherine begin  wonder  inherit  father  mental illness along  mathematical genius  robert  work reveal  mathematical proof  potentially historic proportion  set  shock wave  way  one,Drama|Mystery,0,0,1,0,0
731,228194, story center around  indian family  move  france  open  restaurant  street  michelin star french restaurant,Drama,0,0,1,0,0
3406,58224,jim carrey star  tom popper  successful businessman  clueless  come  really important thing  life  inherit  adorable  penguin  unique personality soon tom  rambunctious roommate turn  swank new york apartment  snowy winter wonderland  rest  world upside down,Comedy|Family,0,1,0,0,0
2339,48186, californian family inherit  castle  romania  especially exciting  son  obsess  monster  disappoint,Family|Fantasy|Horror|TV Movie,0,0,0,0,0
5991,180314, feature documentary  formative personal  professional experience  life  writer j  salinger,Documentary,0,0,0,0,0
6328,13922, great raid  inspirational true story  triumphant rescue mission  world war ii  war rage  elite  th ranger battalion  give  mission  heroic proportion  push  mile behind enemy line  liberate  prisoner  war,Action|Adventure|Drama|History|War,1,0,1,0,0
7103,15566,draw latham  executive lead  empty shallow life  wealth  side face another lonely christmas ahead  revisit  old childhood home  hope  relive  old holiday memory  find  house  raise  long  home  grow up,Comedy|Romance,0,1,0,0,1
6967,9806,bob parr  give  superhero day  log  time  insurance adjuster  raise  child  formerly heroic wife  suburbia  receive  mysterious assignment  time  get back  costume,Action|Adventure|Animation|Family|Science Fiction,1,0,0,0,0
2565,15256, collection  twentysomething try  cope  relationship loneliness desire  individual neurosis,Comedy|Drama|Romance,0,1,1,0,1
2581,53875,remake  jule verne classic story find adventurer seek  mysterious hidden land  join  wife  another man  previously go  similar expedition  disappear,Adventure|Fantasy|Action|Science Fiction|Family,1,0,0,0,0
8908,9699, pink panther diamond  steal  lugash  authority call  chief inspector clouseau  france  plane disappear en route  time famous french tv reporter marie jouvet set  solve  mystery  start  interview everybody connect  clouseau,Comedy|Crime,0,1,0,0,0
7991,850, comic mishap  adventure  young boy name ralph try  convince  parent teacher  santa  red ryder b b gun really  perfect christmas gift  s,Comedy|Family,0,1,0,0,0
8296,4823,barr  psychiatrist  fall  love  sister  client  beautiful  married  gangster  hate  husband  unable  escape  he,Drama|Thriller|Romance,0,0,1,1,1
10128,20139, troublemaking student  girl school accuse  teacher  lesbian,Drama,0,0,1,0,0
9066,1808,almost  decade  elapse since bowie esque glam superstar brian slade stage  death  escape  spotlight  london scene  investigative journalist arthur stuart  assignment  uncover  truth  enigmatic slade rise  fall stuart  forge  music  explore  large  life star  idol  become  since  turn  new decade,Drama|Music,0,0,1,0,0
9764,592,surveillance expert harry caul gene hackman  hire  mysterious client brusque aide harrison ford  tail  young couple mark frederic forrest  ann cindy williams track  pair  san franciscos union square caul  associate stan john cazale manage  record  cryptic conversation  torment  memory  previous case  end badly caul become obsess  result tape try  determine  couple  danger,Crime|Drama|Mystery,0,0,1,0,0
1255,298935,thing could  go well  harry  grace  young new york city couple  love  grace mother turn harrys world upside down,Romance|Comedy|Drama,0,1,1,0,1
2104,65760,base  experience  nebraska cop kathryn bolkovac rachel weisz  discover  deadly sex trafficking ring  serve  n peacekeeper  post war bosnia risk  life  save  live  other  uncover  international conspiracy  determine  stop  matter  cost,Drama|Thriller|Crime,0,0,1,1,0
8015,10269, jewish girl disguise  boy  enter religious training,Music|Drama|Romance,0,0,1,0,1
8833,51861,pour sauver leur bar de la faillite jimmy et fifi deux pot de banlieue ont une illumination  faire venir la jet set parisienne cette caste habituee  avoir sa photo dans les magazine people pour reussir il demandent  mike beau gosse et comedien au chomage dinfiltrer la jet pour se constituer un carnet dadresse de vip au milieu des star ephemere du show biz des fil  papa des veuve de milliardaires mike va devenir lincontournable prince di segafredi mais  frequenter la jet  risque de perdre plus que son ame,Comedy,0,1,0,0,0
7407,7345, ruthless oil prospector daniel plainview learn  oil rich land  california  buy cheaply  move  operation  begin manipulate  exploit  local landowner  sell  property use  young adopt son  project  image  care family man plainview gain  cooperation  almost  local  lofty promise  build school  cultivate  land  make  community flourish  time plainviews gradual accumulation  wealth  power cause  true self  surface  begin  slowly alienate  everyone  life,Drama,0,0,1,0,0
9952,11951,kowalski work  car delivery service  take delivery  dodge challenger  take  colorado  san francisco california shortly  pickup  take  bet  get  car  less  hour,Action|Thriller|Drama,1,0,1,1,0
4994,9567,navy seal lieutenant  k water  elite squadron  tactical specialist  force  choose  duty  humanity  follow order  ignore  conflict  surround  find  courage  follow  conscience  protect  group  innocent refugee  democratic government  nigeria collapse  country  take  ruthless military dictator water  fiercely loyal  harden veteran  dispatch  routine mission  retrieve  doctor without border physician,Action|Drama|War,1,0,1,0,0
9758,240, continue saga  corleone crime family  young vito corleone grow  sicily  new york  michael corleone attempt  expand  family business  las vegas hollywood  cuba,Drama|Crime,0,0,1,0,0
8140,152426, red eye flight  la  boston  people wake  shock  passenger  crew  vanish  try  contact  ground  make  connection  land  plane  discover  thing  change  like  world  dead  air  still sound  echo  food  tasteless  distant sound  get loud something  come close,Drama|Horror|Science Fiction|Mystery|Thriller,0,0,1,1,0
5057,30141, hospital bed  writer suffer  skin disease hallucinate musical number  paranoid plot,Comedy|Music|Mystery|Crime,0,1,0,0,0
6968,2502, cia operation  purchase classify russian document  blow  rival agent  show  sleepy seaside village  bourne  marie  live  pair run  life  bourne  promise retaliation  anyone  former life attempt contact  force  take  life  train assassin  survive,Action|Drama|Thriller,1,0,1,1,0
4434,140420, urban office worker find  paper airplane  instrumental  meeting  girl  way  never expect,Animation|Family|Romance,0,0,0,0,1
3484,50321, martian suddenly abduct  mom mischievous milo rush  rescue  discover  mom  special,Adventure|Animation|Family,0,0,0,0,0
10323,10427, promise job  texan michael fail  materialise  wyoming mike  mistake  wayne  hitman  hire  kill  unfaithful wife suzanne mike take full advantage  situation collect  money  run  getaway thing go wrong  soon get bad  run  real hitman lyle,Crime|Drama|Thriller,0,0,1,1,0
5318,10217, small mountain community  canada  devastate  school bus accident leave  dozen  child dead  big city lawyer arrive  help  survivor  victim family prepare  class action suit  effort  seem  push  townspeople  apart  time  teenage survivor  accident  reckon  loss  innocence bring  different kind  damage,Drama,0,0,1,0,0
3816,58105,base  event surround  murder  british student meredith kercher hayden panettiere heroe  marcia gay harden academy award winner  pollock star  lifetime original movie amanda knox  murder  trial  italy base  international headline grabbing story  infamous american exchange student accuse  italian authority  brutally kill  roommate amanda knox  murder  trial  italy pose  question  whether knox panettiere  seattle honors student accuse  murder  college roommate meredith kercher amanda fernando stevens  boyfriend raffaele sollecito paolo romio  acquaintance rudy guede djirbi kebe actually commit  crime  victim,Crime|Drama,0,0,1,0,0
6829,134777,peter krause  foot  head  stellar cast  intrigue new mini series  scifi channel  detective joe miller  man desperate  find  thing  hold  dear  life  daughter join miller  character  learn  room  sunshine motel  route  terrible history  supernatural content  hold  key  daughter whereabout,Action|Fantasy|Mystery,1,0,0,0,0
10765,16642, chicago steel worker accidentally kill  supervisor  flee  texas panhandle  girlfriend  little sister  work harvesting wheat  field  stoic farmer  love triangle  swarm  locust  hellish fire malick capture  dreamlike authenticity create  timeless american idyll  gritty evocation  turn  century labor,Drama|Romance,0,0,1,0,1
2546,15556, blind man  operation  regain  sight  urge  girlfriend  must deal  change  life,Drama|Romance,0,0,1,0,1
6625,9035, small town  take  alien plague turn resident  zombie  form  mutant monster,Comedy|Horror|Science Fiction,0,1,0,0,0
6479,10579, near future uffizi  luke travel  remote reach  war tear romania  rescue elizabeth  finish  vampire  along  way  encounter tv news journalist  corps  rebel try  fight  vampire uprising  plague  country,Horror,0,0,0,0,0
1621,26583,roland sallinger  la cop  nearly  kill  greedy partner  eventually  force  retire  medical reason flee  san antonio texas  ask  work  bodyguard  daughter  wealthy businessman  businessman  colleague  sallinger year  cop  mobster kidnap  businessmans daughter  hunt  rescue  protect she,Action|Adventure|Thriller,1,0,0,1,0
10245,9255,topper harley  find  work  odd job man  monastery  cia want  lead  rescue mission  iraq  rescue  last rescue team  go  rescue  last rescue team  go  rescue hostage leave behind  desert storm,Action|Comedy|War,1,1,0,0,0
8710,5551,frank corvin  hawk  hawkins jerry oneill  tank  sullivan  hotdog member  project daedalus  air force test program  space travel  hope  dash  formation  nasa  use  train chimp  blackmail  way  orbit  russias mysterious  ikon  communication satellite orbit begin  degrade  threaten  crash  earth,Action|Adventure|Thriller,1,0,0,1,0
8254,11806, newton family live  comfortable home  seem  something miss  hole  fill  small puppy  walk  home  life beethoven  name grow  giant  dog  st bernard doctor varnick  local vet  secret  horrible sideline  require lot  dog  experiment beethoven  bad doctor list,Comedy|Family,0,1,0,0,0
9686,15658, death  husband  mother take  kid  live  grandparent  huge decrepit old mansion  kid  keep hide  room  attic visit  mother  become less  less concerned  fail health  concern  inheritence  plan  win back  die father,Drama|Horror|Mystery|Thriller,0,0,1,1,0
1096,250658,program prodigy  information activist aaron swartz achieve groundbreake work  social justice  political organizing  passion  open access ensnare  legal nightmare  end  take  life  age of,Documentary,0,0,0,0,0
7571,13564, year  pass since sara wolfe  eddie baker escape  house  haunt hill  kidnap ariel sara sister go inside  house  group  treasure hunter  find  statue  baphomet worth million  believe  house evil,Horror|Thriller,0,0,0,1,0
10009,11092,life take  nasty twist  rusty sabich  woman  romantically involve  murder  assign  investigate  case  soon charge  murder,Drama|Thriller|Crime|Mystery,0,0,1,1,0
10311,10942, first installment  emmy award win series  movie base  babylon  new space station build  human  vorlon ambassador kosh  poison  new command officer jeffrey sinclair responsibility  find  culprit otherwise  space station  fail  role  bring  race together,Science Fiction|Action|Adventure,1,0,0,0,0
8085,9598,babe  little pig  quite know  place  world  bunch  odd friend like ferdinand  duck  think  rooster  fly  dog  call mom babe realize  making  become  great sheep pig  time  farmer hogget know  help  sheep dog babe learn  pig  anything  want  be,Fantasy|Drama|Comedy|Family,0,1,1,0,0
2463,10207, woman find  romantic letter  bottle wash ashore  track  author  widow shipbuilder whose wife die tragically early  deep  mutual attraction blossom  man struggle  make peace  past  move  find happiness,Drama,0,0,1,0,0
9615,2614,test pilot tuck pendleton volunteers  test  special vessel  miniaturization experiment accidentally inject  neurotic hypochondriac jack putter tuck must convince jack  find  ex girlfriend lydia maxwell  help  extract tuck  ship  enlarge  oxygen run out,Action|Comedy|Science Fiction,1,1,0,0,0
3700,77887, toy throw ken  barbie  hawaiian vacation  bonnie room,Adventure|Animation|Comedy|Family|Fantasy,0,1,0,0,0
1788,51249, unexpected death  survivalist father  eleven year old boy raise  alabama wilderness must learn  make  home  modern world,Action|Adventure|Drama|Family,1,0,1,0,0
250,318954, former assassin try  redeem  become  mask highwayman  colonial america,Action,1,0,0,0,0
6314,6961, wed  young sister fast approach kat ellis face  undesirable prospect  travel alone  london  ceremony  bad enough jeffrey  man  leave  move close  marriage happen  groom good man determine  show everyone  jeffrey  romantic life  full  thrilling  ever kat hire  charming male escort  date,Comedy|Romance,0,1,0,0,1
8479,8840, ancient time  majestic fire breather soar  sky  knight name bowen come face  face  heart  heart  last dragon  earth draco take  arm  suppress  tyrant king bowen soon realize  task  hard  would imagine  kill  king draco  die  well,Fantasy,0,0,0,0,0
7367,14460, young farmer assemble  band  diverse mercenary  defend  peaceful planet  evil tyrant,Science Fiction,0,0,0,0,0
7386,30924,farmer vincent kidnap unsuspecte traveller  bury  garden unfortunately  victim  dead  feed  victim  prepare  roadside stand  motto  take  kind  critter  make farmer vincent fritter  movie  gory  parody  slasher movie like last house  leave,Comedy|Horror,0,1,0,0,0
192,237584, suicidal artist go  desert  find  doppelg nger  homicidal drifter,Thriller,0,0,0,1,0
820,157834, computer hacker goal  discover  reason  human existence continually find  work interrupt thank  management  time  send  teenager  lusty love interest  distract he,Drama|Fantasy|Science Fiction,0,0,1,0,0
10469,4025, reason  year nobel prize  literature  award  young author andrew craig  seem  interested  woman  drink  write another laureate  dr max stratman  famous german american physicist  come  stockholm  young  beautiful niece emily  foreign department  give  assistant  stay miss andersson craig soon notice  dr stratman  act strangely  second time  meet dr stratman  even recognize he,Drama|Mystery|Crime,0,0,1,0,0
8911,11704, widow field mouse must move  family  include  ail son  escape  farmer plow aid  crow  pack  superintelligent escape lab rat  brave mother struggle  transplant  home  firm ground,Fantasy|Animation|Drama|Family,0,0,1,0,0
8373,27295,emperor spengo see marge nelson  use  giant magnet kidnap  husband dick hope  make marge  blow  earth  emperor  inhabitant  planet  somewhat less  bright  dick begin relive episode  flash gordon  buck roger  order  rescue marge save  earth  restore  rightful emperor  throne,Adventure|Comedy|Family|Science Fiction,0,1,0,0,0
